evidence_layer,block,seed_or_n,metric,value,sample_std,source,paper_location,interpretation_boundary
test_selected_benchmark,JH2_SPRSound,3,specificity,0.842948717948718,0.01364345939345685,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/multiseed_summary.json,Section/4evaluation.tex,ICBHI-test-selected checkpoint; SPR inter evaluated after checkpoint selection
test_selected_benchmark,JH2_SPRSound,3,average_score_as,0.9094777865664755,0.0031129743493505924,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/multiseed_summary.json,Section/4evaluation.tex,ICBHI-test-selected checkpoint; SPR inter evaluated after checkpoint selection
test_selected_benchmark,JH2_SPRSound,3,harmonic_score_hs,0.904495055736319,0.003934052167240796,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/multiseed_summary.json,Section/4evaluation.tex,ICBHI-test-selected checkpoint; SPR inter evaluated after checkpoint selection
test_selected_benchmark,JH2_SPRSound,3,official_score,0.9069864211513973,0.003423989412800346,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/multiseed_summary.json,Section/4evaluation.tex,ICBHI-test-selected checkpoint; SPR inter evaluated after checkpoint selection
test_selected_benchmark,JH2_SPRSound,3,macro_f1,0.8625683250157404,0.006839147669143389,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/multiseed_summary.json,Section/4evaluation.tex,ICBHI-test-selected checkpoint; SPR inter evaluated after checkpoint selection
test_selected_benchmark,JH2_SPRSound,3,uar,0.9094777865664755,0.0031129743493505924,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/multiseed_summary.json,Section/4evaluation.tex,ICBHI-test-selected checkpoint; SPR inter evaluated after checkpoint selection
existing_checkpoint_attribute,JH2_SPR_CW,3,crackle_auroc,0.9607895202690742,0.004053437967796181,"result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_{0,1,42}/terminal/selected_sprsound_predictions_scored.npz",Section/4evaluation.tex,selected test probabilities and saved eligibility; no threshold refit; descriptive test-selected attribute diagnostic
existing_checkpoint_attribute,JH2_SPR_CW,3,crackle_auprc,0.603247598227389,0.03861207555790782,"result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_{0,1,42}/terminal/selected_sprsound_predictions_scored.npz",Section/4evaluation.tex,selected test probabilities and saved eligibility; no threshold refit; descriptive test-selected attribute diagnostic
existing_checkpoint_attribute,JH2_SPR_CW,3,wheeze_auroc,0.9855725113831029,0.0011378497677620356,"result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_{0,1,42}/terminal/selected_sprsound_predictions_scored.npz",Section/4evaluation.tex,selected test probabilities and saved eligibility; no threshold refit; descriptive test-selected attribute diagnostic
existing_checkpoint_attribute,JH2_SPR_CW,3,wheeze_auprc,0.94512199482801,0.005643212031386177,"result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_{0,1,42}/terminal/selected_sprsound_predictions_scored.npz",Section/4evaluation.tex,selected test probabilities and saved eligibility; no threshold refit; descriptive test-selected attribute diagnostic
existing_checkpoint_attribute,JH2_SPR_CW_macro,3,auroc,0.9731810158260886,0.0014807055648917646,"result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_{0,1,42}/terminal/selected_sprsound_predictions_scored.npz",Section/4evaluation.tex,"Within-seed mean over C/W, then mean/sample SD over seeds 0/1/42"
existing_checkpoint_attribute,JH2_SPR_CW_macro,3,auprc,0.7741847965276994,0.02032140149482083,"result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_{0,1,42}/terminal/selected_sprsound_predictions_scored.npz",Section/4evaluation.tex,"Within-seed mean over C/W, then mean/sample SD over seeds 0/1/42"
existing_checkpoint_attribute,JH2_SPR_CW,seed_0,crackle_auroc,0.9602584528235085,,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_0/terminal/selected_sprsound_predictions_scored.npz,Section/4evaluation.tex,selected test probabilities and saved eligibility; no threshold refit; descriptive test-selected attribute diagnostic
existing_checkpoint_attribute,JH2_SPR_CW,seed_0,crackle_auprc,0.6065698349049351,,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_0/terminal/selected_sprsound_predictions_scored.npz,Section/4evaluation.tex,selected test probabilities and saved eligibility; no threshold refit; descriptive test-selected attribute diagnostic
existing_checkpoint_attribute,JH2_SPR_CW,seed_0,wheeze_auroc,0.9860303575273981,,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_0/terminal/selected_sprsound_predictions_scored.npz,Section/4evaluation.tex,selected test probabilities and saved eligibility; no threshold refit; descriptive test-selected attribute diagnostic
existing_checkpoint_attribute,JH2_SPR_CW,seed_0,wheeze_auprc,0.951472261398076,,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_0/terminal/selected_sprsound_predictions_scored.npz,Section/4evaluation.tex,selected test probabilities and saved eligibility; no threshold refit; descriptive test-selected attribute diagnostic
existing_checkpoint_attribute,JH2_SPR_CW,seed_0,cw_macro_auroc,0.9731444051754533,,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_0/terminal/selected_sprsound_predictions_scored.npz,Section/4evaluation.tex,selected test probabilities and saved eligibility; no threshold refit; descriptive test-selected attribute diagnostic
existing_checkpoint_attribute,JH2_SPR_CW,seed_0,cw_macro_auprc,0.7790210481515055,,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_0/terminal/selected_sprsound_predictions_scored.npz,Section/4evaluation.tex,selected test probabilities and saved eligibility; no threshold refit; descriptive test-selected attribute diagnostic
existing_checkpoint_attribute,JH2_SPR_CW,seed_1,crackle_auroc,0.9650823154540626,,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_1/terminal/selected_sprsound_predictions_scored.npz,Section/4evaluation.tex,selected test probabilities and saved eligibility; no threshold refit; descriptive test-selected attribute diagnostic
existing_checkpoint_attribute,JH2_SPR_CW,seed_1,crackle_auprc,0.6400912125390754,,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_1/terminal/selected_sprsound_predictions_scored.npz,Section/4evaluation.tex,selected test probabilities and saved eligibility; no threshold refit; descriptive test-selected attribute diagnostic
existing_checkpoint_attribute,JH2_SPR_CW,seed_1,wheeze_auroc,0.9842770589981318,,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_1/terminal/selected_sprsound_predictions_scored.npz,Section/4evaluation.tex,selected test probabilities and saved eligibility; no threshold refit; descriptive test-selected attribute diagnostic
existing_checkpoint_attribute,JH2_SPR_CW,seed_1,wheeze_auprc,0.9432123369074189,,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_1/terminal/selected_sprsound_predictions_scored.npz,Section/4evaluation.tex,selected test probabilities and saved eligibility; no threshold refit; descriptive test-selected attribute diagnostic
existing_checkpoint_attribute,JH2_SPR_CW,seed_1,cw_macro_auroc,0.9746796872260972,,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_1/terminal/selected_sprsound_predictions_scored.npz,Section/4evaluation.tex,selected test probabilities and saved eligibility; no threshold refit; descriptive test-selected attribute diagnostic
existing_checkpoint_attribute,JH2_SPR_CW,seed_1,cw_macro_auprc,0.7916517747232472,,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_1/terminal/selected_sprsound_predictions_scored.npz,Section/4evaluation.tex,selected test probabilities and saved eligibility; no threshold refit; descriptive test-selected attribute diagnostic
existing_checkpoint_attribute,JH2_SPR_CW,seed_42,crackle_auroc,0.9570277925296513,,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_42/terminal/selected_sprsound_predictions_scored.npz,Section/4evaluation.tex,selected test probabilities and saved eligibility; no threshold refit; descriptive test-selected attribute diagnostic
existing_checkpoint_attribute,JH2_SPR_CW,seed_42,crackle_auprc,0.5630817472381565,,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_42/terminal/selected_sprsound_predictions_scored.npz,Section/4evaluation.tex,selected test probabilities and saved eligibility; no threshold refit; descriptive test-selected attribute diagnostic
existing_checkpoint_attribute,JH2_SPR_CW,seed_42,wheeze_auroc,0.9864101176237786,,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_42/terminal/selected_sprsound_predictions_scored.npz,Section/4evaluation.tex,selected test probabilities and saved eligibility; no threshold refit; descriptive test-selected attribute diagnostic
existing_checkpoint_attribute,JH2_SPR_CW,seed_42,wheeze_auprc,0.9406813861785353,,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_42/terminal/selected_sprsound_predictions_scored.npz,Section/4evaluation.tex,selected test probabilities and saved eligibility; no threshold refit; descriptive test-selected attribute diagnostic
existing_checkpoint_attribute,JH2_SPR_CW,seed_42,cw_macro_auroc,0.9717189550767149,,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_42/terminal/selected_sprsound_predictions_scored.npz,Section/4evaluation.tex,selected test probabilities and saved eligibility; no threshold refit; descriptive test-selected attribute diagnostic
existing_checkpoint_attribute,JH2_SPR_CW,seed_42,cw_macro_auprc,0.7518815667083458,,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_42/terminal/selected_sprsound_predictions_scored.npz,Section/4evaluation.tex,selected test probabilities and saved eligibility; no threshold refit; descriptive test-selected attribute diagnostic
posthoc_readout_pilot,CW_pilot_Full,3,sp,0.7498416719442685,0.05689597493716062,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_CW_READOUT_PILOT_EXISTING/cw_readout_existing_pilot.json,Section/4evaluation.tex,existing saved pilot aggregate; no probability rebuild in this artifact
posthoc_readout_pilot,CW_pilot_Full,3,se,0.47352024922118385,0.05352816095760636,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_CW_READOUT_PILOT_EXISTING/cw_readout_existing_pilot.json,Section/4evaluation.tex,existing saved pilot aggregate; no probability rebuild in this artifact
posthoc_readout_pilot,CW_pilot_Full,3,score,0.6116809605827261,0.0031387308369878607,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_CW_READOUT_PILOT_EXISTING/cw_readout_existing_pilot.json,Section/4evaluation.tex,existing saved pilot aggregate; no probability rebuild in this artifact
posthoc_readout_pilot,CW_pilot_Full,3,macro_f1,0.4973224913907109,0.010593442367507118,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_CW_READOUT_PILOT_EXISTING/cw_readout_existing_pilot.json,Section/4evaluation.tex,existing saved pilot aggregate; no probability rebuild in this artifact
posthoc_readout_pilot,CW_pilot_Full,3,uar,0.5040489142355803,0.030277153983431372,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_CW_READOUT_PILOT_EXISTING/cw_readout_existing_pilot.json,Section/4evaluation.tex,existing saved pilot aggregate; no probability rebuild in this artifact
posthoc_readout_pilot,CW_pilot_Full,3,both_recall,0.3682983682983683,0.11369462375997388,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_CW_READOUT_PILOT_EXISTING/cw_readout_existing_pilot.json,Section/4evaluation.tex,existing saved pilot aggregate; no probability rebuild in this artifact
posthoc_readout_pilot,CW_pilot_CW_only,3,sp,0.6818661600168884,0.09626831871109283,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_CW_READOUT_PILOT_EXISTING/cw_readout_existing_pilot.json,Section/4evaluation.tex,existing saved pilot aggregate; no probability rebuild in this artifact
posthoc_readout_pilot,CW_pilot_CW_only,3,se,0.5239308977626734,0.061221620333254415,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_CW_READOUT_PILOT_EXISTING/cw_readout_existing_pilot.json,Section/4evaluation.tex,existing saved pilot aggregate; no probability rebuild in this artifact
posthoc_readout_pilot,CW_pilot_CW_only,3,score,0.6028985288897809,0.018135819089113627,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_CW_READOUT_PILOT_EXISTING/cw_readout_existing_pilot.json,Section/4evaluation.tex,existing saved pilot aggregate; no probability rebuild in this artifact
posthoc_readout_pilot,CW_pilot_CW_only,3,macro_f1,0.49244117041451113,0.0076904817351340525,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_CW_READOUT_PILOT_EXISTING/cw_readout_existing_pilot.json,Section/4evaluation.tex,existing saved pilot aggregate; no probability rebuild in this artifact
posthoc_readout_pilot,CW_pilot_CW_only,3,uar,0.5084139033753142,0.02501987364643583,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_CW_READOUT_PILOT_EXISTING/cw_readout_existing_pilot.json,Section/4evaluation.tex,existing saved pilot aggregate; no probability rebuild in this artifact
posthoc_readout_pilot,CW_pilot_CW_only,3,both_recall,0.3682983682983683,0.11369462375997388,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_CW_READOUT_PILOT_EXISTING/cw_readout_existing_pilot.json,Section/4evaluation.tex,existing saved pilot aggregate; no probability rebuild in this artifact
posthoc_readout_pilot,CW_pilot_paired_delta,3,sp,-0.0679755119273802,0.03937416400940424,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_CW_READOUT_PILOT_EXISTING/cw_readout_existing_pilot.json,Section/4evaluation.tex,existing saved pilot aggregate; no probability rebuild in this artifact
posthoc_readout_pilot,CW_pilot_paired_delta,3,se,0.050410648541489654,0.007894284828528109,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_CW_READOUT_PILOT_EXISTING/cw_readout_existing_pilot.json,Section/4evaluation.tex,existing saved pilot aggregate; no probability rebuild in this artifact
posthoc_readout_pilot,CW_pilot_paired_delta,3,score,-0.008782431692945273,0.01599713776159989,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_CW_READOUT_PILOT_EXISTING/cw_readout_existing_pilot.json,Section/4evaluation.tex,existing saved pilot aggregate; no probability rebuild in this artifact
posthoc_readout_pilot,CW_pilot_paired_delta,3,macro_f1,-0.004881320976199792,0.011248560885166521,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_CW_READOUT_PILOT_EXISTING/cw_readout_existing_pilot.json,Section/4evaluation.tex,existing saved pilot aggregate; no probability rebuild in this artifact
posthoc_readout_pilot,CW_pilot_paired_delta,3,uar,0.004364989139733932,0.00608531574962202,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_CW_READOUT_PILOT_EXISTING/cw_readout_existing_pilot.json,Section/4evaluation.tex,existing saved pilot aggregate; no probability rebuild in this artifact
posthoc_readout_pilot,CW_pilot_paired_delta,3,both_recall,0.0,0.0,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_CW_READOUT_PILOT_EXISTING/cw_readout_existing_pilot.json,Section/4evaluation.tex,existing saved pilot aggregate; no probability rebuild in this artifact
posthoc_external,JH2_HF_external,3,d_auroc,0.6782251913092688,0.04424921329562219,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed_external_HF_KAUH/external_multiseed_summary.json,Section/4evaluation.tex,"fixed selected checkpoints; no external threshold tuning; compatible-overlay KAUH, not raw9 reproduction"
posthoc_external,JH2_HF_external,3,d_auprc,0.5910827346651554,0.029341741917365938,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed_external_HF_KAUH/external_multiseed_summary.json,Section/4evaluation.tex,"fixed selected checkpoints; no external threshold tuning; compatible-overlay KAUH, not raw9 reproduction"
posthoc_external,JH2_HF_external,3,d_interval_recall,0.5827814569536424,0.1263073720418352,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed_external_HF_KAUH/external_multiseed_summary.json,Section/4evaluation.tex,"fixed selected checkpoints; no external threshold tuning; compatible-overlay KAUH, not raw9 reproduction"
posthoc_external,JH2_HF_external,3,wheeze_auroc,0.8636033577861276,0.013764548563328694,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed_external_HF_KAUH/external_multiseed_summary.json,Section/4evaluation.tex,"fixed selected checkpoints; no external threshold tuning; compatible-overlay KAUH, not raw9 reproduction"
posthoc_external,JH2_HF_external,3,wheeze_auprc,0.8433791966412644,0.022611171972264293,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed_external_HF_KAUH/external_multiseed_summary.json,Section/4evaluation.tex,"fixed selected checkpoints; no external threshold tuning; compatible-overlay KAUH, not raw9 reproduction"
posthoc_external,JH2_HF_external,3,wheeze_interval_recall,0.8543123543123543,0.010681994626936668,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed_external_HF_KAUH/external_multiseed_summary.json,Section/4evaluation.tex,"fixed selected checkpoints; no external threshold tuning; compatible-overlay KAUH, not raw9 reproduction"
posthoc_external,JH2_KAUH_external,3,recording_level1_score,0.7098661686896981,0.035323787830816626,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed_external_HF_KAUH/external_multiseed_summary.json,Section/4evaluation.tex,"fixed selected checkpoints; no external threshold tuning; compatible-overlay KAUH, not raw9 reproduction"
posthoc_external,JH2_KAUH_external,3,recording_flat4_score,0.47784002489884836,0.09139527218168042,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed_external_HF_KAUH/external_multiseed_summary.json,Section/4evaluation.tex,"fixed selected checkpoints; no external threshold tuning; compatible-overlay KAUH, not raw9 reproduction"
posthoc_external,JH2_KAUH_external,3,patient_level1_score,0.7216619981325865,0.016410677576337077,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed_external_HF_KAUH/external_multiseed_summary.json,Section/4evaluation.tex,"fixed selected checkpoints; no external threshold tuning; compatible-overlay KAUH, not raw9 reproduction"
posthoc_external,JH2_KAUH_external,3,patient_flat4_score,0.47002801120448173,0.08296425104990163,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed_external_HF_KAUH/external_multiseed_summary.json,Section/4evaluation.tex,"fixed selected checkpoints; no external threshold tuning; compatible-overlay KAUH, not raw9 reproduction"
historical_single_seed_pair,historical_HF_off,42,d_auroc,0.5081244925075662,,result/reproduce/pafa_joint_hierarchy/PAFA_JH4_JH2_HFaux_seed42_attempt2/hf_on_off_comparison.json,Section/4evaluation.tex,historical single-seed JH4-vs-historical-JH2 pair; not matched to current clean Table2 or current JH2 0/1/fresh42 checkpoints
historical_single_seed_pair,historical_HF_on,42,d_auroc,0.6980373883516646,,result/reproduce/pafa_joint_hierarchy/PAFA_JH4_JH2_HFaux_seed42_attempt2/hf_on_off_comparison.json,Section/4evaluation.tex,historical single-seed JH4-vs-historical-JH2 pair; not matched to current clean Table2 or current JH2 0/1/fresh42 checkpoints
historical_single_seed_pair,historical_HF_off,42,d_auprc,0.4118399332583368,,result/reproduce/pafa_joint_hierarchy/PAFA_JH4_JH2_HFaux_seed42_attempt2/hf_on_off_comparison.json,Section/4evaluation.tex,historical single-seed JH4-vs-historical-JH2 pair; not matched to current clean Table2 or current JH2 0/1/fresh42 checkpoints
historical_single_seed_pair,historical_HF_on,42,d_auprc,0.5148646275808586,,result/reproduce/pafa_joint_hierarchy/PAFA_JH4_JH2_HFaux_seed42_attempt2/hf_on_off_comparison.json,Section/4evaluation.tex,historical single-seed JH4-vs-historical-JH2 pair; not matched to current clean Table2 or current JH2 0/1/fresh42 checkpoints
historical_single_seed_pair,historical_HF_off,42,d_interval_recall,0.5264900662251656,,result/reproduce/pafa_joint_hierarchy/PAFA_JH4_JH2_HFaux_seed42_attempt2/hf_on_off_comparison.json,Section/4evaluation.tex,historical single-seed JH4-vs-historical-JH2 pair; not matched to current clean Table2 or current JH2 0/1/fresh42 checkpoints
historical_single_seed_pair,historical_HF_on,42,d_interval_recall,0.9310154525386314,,result/reproduce/pafa_joint_hierarchy/PAFA_JH4_JH2_HFaux_seed42_attempt2/hf_on_off_comparison.json,Section/4evaluation.tex,historical single-seed JH4-vs-historical-JH2 pair; not matched to current clean Table2 or current JH2 0/1/fresh42 checkpoints
historical_single_seed_pair,historical_HF_off,42,wheeze_auroc,0.8550478618715334,,result/reproduce/pafa_joint_hierarchy/PAFA_JH4_JH2_HFaux_seed42_attempt2/hf_on_off_comparison.json,Section/4evaluation.tex,historical single-seed JH4-vs-historical-JH2 pair; not matched to current clean Table2 or current JH2 0/1/fresh42 checkpoints
historical_single_seed_pair,historical_HF_on,42,wheeze_auroc,0.8983136518160673,,result/reproduce/pafa_joint_hierarchy/PAFA_JH4_JH2_HFaux_seed42_attempt2/hf_on_off_comparison.json,Section/4evaluation.tex,historical single-seed JH4-vs-historical-JH2 pair; not matched to current clean Table2 or current JH2 0/1/fresh42 checkpoints
historical_single_seed_pair,historical_HF_off,42,wheeze_auprc,0.8185003926066473,,result/reproduce/pafa_joint_hierarchy/PAFA_JH4_JH2_HFaux_seed42_attempt2/hf_on_off_comparison.json,Section/4evaluation.tex,historical single-seed JH4-vs-historical-JH2 pair; not matched to current clean Table2 or current JH2 0/1/fresh42 checkpoints
historical_single_seed_pair,historical_HF_on,42,wheeze_auprc,0.868532865632216,,result/reproduce/pafa_joint_hierarchy/PAFA_JH4_JH2_HFaux_seed42_attempt2/hf_on_off_comparison.json,Section/4evaluation.tex,historical single-seed JH4-vs-historical-JH2 pair; not matched to current clean Table2 or current JH2 0/1/fresh42 checkpoints
historical_single_seed_pair,historical_HF_off,42,wheeze_interval_recall,0.9377622377622378,,result/reproduce/pafa_joint_hierarchy/PAFA_JH4_JH2_HFaux_seed42_attempt2/hf_on_off_comparison.json,Section/4evaluation.tex,historical single-seed JH4-vs-historical-JH2 pair; not matched to current clean Table2 or current JH2 0/1/fresh42 checkpoints
historical_single_seed_pair,historical_HF_on,42,wheeze_interval_recall,0.7692307692307693,,result/reproduce/pafa_joint_hierarchy/PAFA_JH4_JH2_HFaux_seed42_attempt2/hf_on_off_comparison.json,Section/4evaluation.tex,historical single-seed JH4-vs-historical-JH2 pair; not matched to current clean Table2 or current JH2 0/1/fresh42 checkpoints
historical_partition_metadata,JH2_icbhi_subtrain,0,units,3636,,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_0/config.json; result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_0/validation/epoch_015.npz,Section/2data.tex; Section/4evaluation.tex,"Metadata reconstruction; saved validation IDs match; counts, not new model results"
historical_partition_metadata,JH2_icbhi_subtrain,0,groups,63,,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_0/config.json; result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_0/validation/epoch_015.npz,Section/2data.tex; Section/4evaluation.tex,"Metadata reconstruction; saved validation IDs match; counts, not new model results"
historical_partition_metadata,JH2_icbhi_subtrain,0,level1_eligible,3636,,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_0/config.json; result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_0/validation/epoch_015.npz,Section/2data.tex; Section/4evaluation.tex,"Metadata reconstruction; saved validation IDs match; counts, not new model results"
historical_partition_metadata,JH2_icbhi_subtrain,0,crackle_eligible,3636,,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_0/config.json; result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_0/validation/epoch_015.npz,Section/2data.tex; Section/4evaluation.tex,"Metadata reconstruction; saved validation IDs match; counts, not new model results"
historical_partition_metadata,JH2_icbhi_subtrain,0,wheeze_eligible,3636,,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_0/config.json; result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_0/validation/epoch_015.npz,Section/2data.tex; Section/4evaluation.tex,"Metadata reconstruction; saved validation IDs match; counts, not new model results"
historical_partition_metadata,JH2_icbhi_subtrain,0,level1_masked,0,,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_0/config.json; result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_0/validation/epoch_015.npz,Section/2data.tex; Section/4evaluation.tex,"Metadata reconstruction; saved validation IDs match; counts, not new model results"
historical_partition_metadata,JH2_icbhi_subtrain,0,crackle_masked,0,,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_0/config.json; result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_0/validation/epoch_015.npz,Section/2data.tex; Section/4evaluation.tex,"Metadata reconstruction; saved validation IDs match; counts, not new model results"
historical_partition_metadata,JH2_icbhi_subtrain,0,wheeze_masked,0,,result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_0/config.json; result/reproduce/pafa_joint_hierarchy/PAFA_JH2_main_multiseed/seed_0/validation/epoch_015.npz,Section/2data.tex; Section/4evaluation.tex,"Metadata reconstruction; saved validation IDs match; counts, not new model results"
