dataset,group_id,band80_centroid_hz
KAUH,P63,115.68124336184344
KAUH,P64,128.17797571265592
KAUH,P65,220.19307806604456
KAUH,P66,184.65738386716032
KAUH,P67,105.75447259189106
KAUH,P68,178.32478375406126
KAUH,P69,275.4219409673408
KAUH,P7,120.3727603408644
KAUH,P70,137.2823503713425
KAUH,P71,123.52532281642463
KAUH,P72,191.6769150499991
KAUH,P73,199.73039243280323
KAUH,P74,102.4824834233108
KAUH,P75,116.42032825367848
KAUH,P76,203.63620879736308
KAUH,P77,210.79328707980596
KAUH,P78,144.50441253837124
KAUH,P79,179.43335449547573
KAUH,P8,152.4027231703226
KAUH,P80,250.17387164044953
KAUH,P81,128.3302583539651
KAUH,P82,283.49109992607606
KAUH,P83,194.33718690703765
KAUH,P84,162.5375883374279
KAUH,P85,326.95225210591786
KAUH,P86,123.97874072843317
KAUH,P87,217.74890321186544
KAUH,P88,224.11804755455512
KAUH,P89,169.63304378850626
KAUH,P9,92.88659170455377
KAUH,P90,188.0136711150229
KAUH,P91,192.199135183888
KAUH,P92,121.06464272102647
KAUH,P93,214.8616936058456
KAUH,P94,109.37438230902144
KAUH,P95,127.459413729474
KAUH,P96,145.88323415243866
KAUH,P97,154.1337481773916
KAUH,P98,108.20423794818755
KAUH,P99,307.41457532184296
SPRSound,40138127,212.25509641701257
SPRSound,40490865,183.40397912732843
SPRSound,40512331,160.9258171386196
SPRSound,40638274,157.77629031488095
SPRSound,40672181,148.09961195991048
SPRSound,40686765,168.57722280032704
SPRSound,40728258,159.4178345947178
SPRSound,40794666,167.5367645902213
SPRSound,40794825,182.61212410246793
SPRSound,40794852,168.22845389874152
SPRSound,40797293,219.79881921133193
SPRSound,40797382,177.26587605459866
SPRSound,40801342,224.76417016003933
SPRSound,40813160,202.06982080449592
SPRSound,40841531,190.85028072772
SPRSound,40845795,182.70835581327603
SPRSound,40877908,189.5391795003299
SPRSound,40888395,192.60164967145184
SPRSound,40890405,159.76950029572168
SPRSound,40908606,186.38690606764527
SPRSound,40919639,181.7437890388867
SPRSound,40921345,170.07742442299983
SPRSound,40933046,167.2030351519391
SPRSound,40938576,192.7262366911349
SPRSound,40939271,188.08769632193696
SPRSound,40943224,179.82889927911748
SPRSound,40965308,156.0506408956285
SPRSound,40968057,212.85543731854895
SPRSound,40969263,169.90123622609434
SPRSound,40970076,152.09585732094695
SPRSound,40974013,170.6160169325404
SPRSound,40976541,194.5702178435449
SPRSound,40978034,143.5786477842405
SPRSound,40993807,176.61472030287547
SPRSound,40995749,183.92588149604583
SPRSound,41004529,209.40958523055852
SPRSound,41006394,156.77054091448258
SPRSound,41012107,183.10074234836517
SPRSound,41017156,165.14565329091153
SPRSound,41020298,172.87128734044603
SPRSound,41026101,231.75986749734597
SPRSound,41031554,172.20665137365916
SPRSound,41031836,195.3816448024994
SPRSound,41038697,198.20523993256825
SPRSound,41050041,176.95837493889397
SPRSound,41052158,182.5180491022088
SPRSound,41056352,191.6818087983411
SPRSound,41056868,176.7535185916392
SPRSound,41063116,224.51650282011303
SPRSound,41064910,198.13260029266428
SPRSound,41064945,165.33023512211938
SPRSound,41065704,205.12137590868895
SPRSound,41066730,196.45675375112904
SPRSound,41067823,180.936695497254
SPRSound,41067862,190.904907313661
SPRSound,41068313,154.1864276476589
SPRSound,41069224,179.36336071697565
SPRSound,41069986,174.86599471348683
SPRSound,41073762,182.7329125879121
SPRSound,41073831,182.9441631339936
SPRSound,41074281,155.59427280835632
SPRSound,41074892,153.4402107703322
SPRSound,41080062,196.1213404288589
SPRSound,41082553,182.8920941228793
SPRSound,41085148,150.55452585132548
SPRSound,41087486,167.42911197930658
SPRSound,41090326,165.80633130222
SPRSound,41091768,189.439713907882
SPRSound,41091988,205.70551383048337
SPRSound,41092434,190.54322834523103
SPRSound,41096663,171.68886031793227
SPRSound,41097602,198.34414286743913
SPRSound,41097985,190.27996902126844
SPRSound,41097986,185.01224476779737
SPRSound,41099241,162.7076997056104
SPRSound,41100415,157.33877838644014
SPRSound,41101309,248.04678901047708
SPRSound,41102359,184.6426390298712
SPRSound,41102944,246.8973819397459
SPRSound,41103864,197.40534402628333
SPRSound,41104324,182.2009942411507
SPRSound,41106111,186.8939600842549
SPRSound,41106116,159.5662028805832
SPRSound,41108858,176.85964290390947
SPRSound,41112159,166.86518389939943
SPRSound,41112999,152.36991339013787
SPRSound,41114600,199.4539754802559
SPRSound,41115183,151.43434292312378
SPRSound,41118244,172.2157445055887
SPRSound,41122685,156.12450885648144
SPRSound,41125983,154.0789149013792
SPRSound,41126500,162.19760244230392
SPRSound,41126642,159.20987157512587
SPRSound,41129868,160.5786475329326
SPRSound,41134874,169.42422239142823
SPRSound,41152442,163.39274932390452
SPRSound,41156815,188.46874891173616
SPRSound,41159145,168.80566939174605
SPRSound,41161556,198.04342355440187
SPRSound,41163586,205.5122209297983
SPRSound,41166273,182.340089212963
SPRSound,41167576,190.6799336556464
SPRSound,41171600,172.1082132297364
SPRSound,41173389,175.12423989893193
SPRSound,41186340,169.1418175664868
SPRSound,41187871,181.8810089012435
SPRSound,41187982,188.95317504602804
SPRSound,41190734,187.77105168030192
SPRSound,41191269,175.9747583801926
SPRSound,41202647,173.5851384438768
SPRSound,41203687,161.8207377119515
SPRSound,41205122,202.68092345558145
SPRSound,41205994,177.03230980499984
SPRSound,41209060,174.01876960288757
SPRSound,41214272,157.73362216242668
SPRSound,41222985,190.42955102331211
SPRSound,41223618,206.94424682993605
SPRSound,41225759,187.4406771897702
SPRSound,41226005,131.86369080308202
SPRSound,41227367,176.0061030062145
SPRSound,41233462,187.8966468299877
SPRSound,41243139,154.99158505702155
SPRSound,41244654,198.40080083860383
SPRSound,41246413,144.47067980388982
SPRSound,41246720,171.03635969485043
SPRSound,41247791,191.34543440349805
SPRSound,41249093,152.81521064255566
SPRSound,41251473,178.70060738668695
SPRSound,41259325,174.40786225380242
SPRSound,41260242,211.83408709166395
SPRSound,41260370,171.5955740630314
SPRSound,41260684,177.13157583372674
SPRSound,41260844,153.17551971055872
SPRSound,41260853,180.7420805716136
SPRSound,41261485,202.67177156153235
SPRSound,41261802,201.17628363132457
SPRSound,41262295,189.37735637874388
SPRSound,41262399,221.22342155789676
SPRSound,41262439,176.90855073453275
SPRSound,41262442,182.64578342709467
SPRSound,41263355,182.64281441467992
SPRSound,41263406,178.04473486879
SPRSound,41263490,186.57074829953496
SPRSound,41263533,235.72524281362297
SPRSound,41264697,177.95397016083754
SPRSound,41266405,164.46903789657404
SPRSound,41267024,196.6830564084184
SPRSound,41267028,236.33231047553716
SPRSound,41269095,199.16499163595745
SPRSound,41271028,195.94587628549257
SPRSound,41273341,172.54697700580684
SPRSound,41274453,188.56620352099367
SPRSound,41275173,161.64785571017822
SPRSound,41275242,186.49309808529432
SPRSound,41275381,146.60184799734756
SPRSound,41275680,186.15267087775868
SPRSound,41276107,198.57587443462347
SPRSound,41277654,174.53618606320205
SPRSound,41277716,256.11849977680583
SPRSound,41277943,159.00285257666204
SPRSound,41279299,178.80643869295668
SPRSound,41279835,176.72932143608557
SPRSound,41280784,166.0072656463246
SPRSound,41281088,174.31422362310042
SPRSound,41281333,197.9246900011603
SPRSound,41281695,184.044565094692
SPRSound,41283394,196.6600968235266
SPRSound,41283612,235.85691009126992
SPRSound,41283662,167.66236893923033
SPRSound,41283664,185.2169314258137
SPRSound,41283744,160.05098561767295
SPRSound,41284716,172.45908221800124
SPRSound,41285705,209.4245612951809
SPRSound,42272778,163.88428076879177
SPRSound,63211196,174.66206911319517
SPRSound,63524070,135.13550586613445
SPRSound,63573658,188.7554342190218
SPRSound,63613821,199.5411552910114
SPRSound,63658468,188.33022109309715
SPRSound,63723123,137.9195127486248
SPRSound,63902360,146.35892782488972
SPRSound,63906783,182.0088119159683
SPRSound,64007452,178.84867568329835
SPRSound,64076634,173.8478581969514
SPRSound,64369787,158.05131759160184
SPRSound,64540514,173.37448047245283
SPRSound,64552260,168.95895697972134
SPRSound,64561565,224.15342606962085
SPRSound,64585803,169.97332572234234
SPRSound,64601539,157.08682706642037
SPRSound,64618861,171.63078438420425
SPRSound,64634665,224.95455686600235
SPRSound,64678063,166.064412438839
SPRSound,64714172,178.6157745636977
SPRSound,64719544,195.0776828589366
SPRSound,64726697,137.30851724589667
SPRSound,64726870,171.12123918092365
SPRSound,64727249,171.730227334074
SPRSound,64727486,212.7445489949319
SPRSound,64743918,164.96940652331787
SPRSound,64779933,209.8823139929976
SPRSound,64783073,192.0402526695724
SPRSound,64827886,170.44623711319315
SPRSound,64835860,197.90252864161937
SPRSound,64837947,177.85520554765114
SPRSound,64840083,217.5623985923502
SPRSound,64875857,182.214896812019
SPRSound,64876470,171.40520425578683
SPRSound,64878787,172.73638232163728
SPRSound,64913238,216.12833691153853
SPRSound,64914400,176.71889760543485
SPRSound,64940479,185.7755901124684
SPRSound,64951742,171.77749890731943
SPRSound,64960343,214.69945483228625
SPRSound,64969358,161.95160806097817
SPRSound,64974732,197.15044724240352
SPRSound,65005529,163.9757039048743
SPRSound,65019620,184.73793777099752
SPRSound,65027819,218.50720603755897
SPRSound,65028783,195.4696017206086
SPRSound,65031500,165.6564284260577
SPRSound,65032402,196.80457385520296
SPRSound,65034376,191.7395100741589
SPRSound,65036167,165.3088356288165
SPRSound,65037547,169.1012128342927
SPRSound,65038439,178.19891562810625
SPRSound,65039232,174.7649894341209
SPRSound,65042563,227.9882742510836
SPRSound,65043263,192.59082117359725
SPRSound,65044049,197.5305012115641
SPRSound,65044157,185.8153237296865
SPRSound,65044484,193.51336547886504
SPRSound,65044711,248.17963742559985
SPRSound,65045423,161.75216735429277
SPRSound,65045840,185.3399345246825
SPRSound,65048146,187.37094165101615
SPRSound,65049153,210.95756903353865
SPRSound,65050748,223.6203801247372
SPRSound,65051326,193.9442811745636
SPRSound,65052443,138.78668056931178
SPRSound,65052739,165.4776199300351
SPRSound,65052776,141.9438828011127
SPRSound,65055195,189.57173534124723
SPRSound,65056075,175.407542804668
SPRSound,65056986,162.38988089326836
SPRSound,65057715,161.05482488709106
SPRSound,65058398,151.76415701430986
SPRSound,65058931,189.1783364626259
SPRSound,65060531,219.6728291354672
SPRSound,65061246,183.7866635515543
SPRSound,65063170,207.9185347737904
SPRSound,65064302,235.45722401519217
SPRSound,65066035,216.19771287674132
SPRSound,65066754,175.4448547827456
SPRSound,65068248,186.2983400211117
SPRSound,65070606,178.93566129195506
SPRSound,65071184,168.7639616986704
SPRSound,65074779,182.32823006485685
SPRSound,65076987,164.58098243265945
SPRSound,65077374,181.52580382826363
SPRSound,65078476,176.64291819678567
SPRSound,65079896,165.27486471750046
SPRSound,65080696,159.66216854076364
SPRSound,65090048,212.38409715356968
SPRSound,65090966,153.33475923652458
SPRSound,65091224,177.00961970638406
SPRSound,65091359,176.4566588594808
SPRSound,65094564,208.89044044007437
SPRSound,65096140,151.06596532872732
SPRSound,65097128,168.4064240047185
SPRSound,65099422,237.8285574867344
SPRSound,65100087,156.76330123236443
SPRSound,65101170,177.3472771387515
SPRSound,65101997,191.1762401924674
SPRSound,65106469,200.287546280817
SPRSound,65107404,153.23915506915398
SPRSound,65107666,163.78148070742856
SPRSound,65109516,194.63366091233695
SPRSound,65114385,161.1504839166727
SPRSound,65114631,232.0827368592005
SPRSound,65114720,227.6821114446884
SPRSound,65115243,142.03519728806663
SPRSound,65118898,281.20469293460246
SPRSound,65121853,231.16337459888837
