dataset,group_id,PC1,PC2,weight
ICBHI,161,-0.48220726222292754,-0.821031987535362,0.001984126984126984
ICBHI,162,-0.773426628586235,-0.7059077058845531,0.001984126984126984
ICBHI,163,-0.8209199289943998,-0.09736385948049617,0.001984126984126984
ICBHI,164,-1.2592603177260682,1.0869809860291142,0.001984126984126984
ICBHI,165,-1.0070190387784124,-0.6859712146389909,0.001984126984126984
ICBHI,166,-1.2834594083143098,-0.7874476794459192,0.001984126984126984
ICBHI,167,-0.9058097257747165,-0.38812086596367584,0.001984126984126984
ICBHI,168,-2.5707358719858693,0.06331910823282899,0.001984126984126984
ICBHI,169,-0.06542820693996997,-0.9710180494766683,0.001984126984126984
ICBHI,170,-0.7872969151446131,-0.6931687699222416,0.001984126984126984
ICBHI,171,-1.7153796118315316,-0.5731559385700413,0.001984126984126984
ICBHI,172,-0.8995944934946974,-0.5251090992926596,0.001984126984126984
ICBHI,173,-1.6836055215975076,-0.5853558475796927,0.001984126984126984
ICBHI,174,-0.740747371257065,-0.5546174914073874,0.001984126984126984
ICBHI,175,-1.2503369668223143,-0.08803262915043022,0.001984126984126984
ICBHI,176,-1.0236277147213244,-0.37558580084407583,0.001984126984126984
ICBHI,177,-1.815309314120184,-0.03716539361862099,0.001984126984126984
ICBHI,178,0.03515365332981698,-0.901209236065294,0.001984126984126984
ICBHI,179,0.7553681594314107,-1.3101703159947542,0.001984126984126984
ICBHI,180,-1.4306152686935072,0.30316539693726874,0.001984126984126984
ICBHI,181,0.5646043781115547,-0.986435190085445,0.001984126984126984
ICBHI,182,-0.6407513432140691,-1.1209342719913646,0.001984126984126984
ICBHI,183,0.9078265028846676,-1.4283614626942684,0.001984126984126984
ICBHI,184,-1.2471128500578608,-0.8277177333275955,0.001984126984126984
ICBHI,185,-1.446958898782338,0.5953661658041631,0.001984126984126984
ICBHI,186,-1.1188222592429142,-0.5025926624397499,0.001984126984126984
ICBHI,187,0.5999818024980087,-1.3668230182575882,0.001984126984126984
ICBHI,188,-0.784216498280117,-0.48064912883657157,0.001984126984126984
ICBHI,189,-1.4128981991864138,-0.7048929804643338,0.001984126984126984
ICBHI,190,-0.5438932782340244,-1.1615008320254643,0.001984126984126984
ICBHI,191,-1.1440227292848844,-0.42750534807022217,0.001984126984126984
ICBHI,192,-1.8987725500055335,0.33540952714333944,0.001984126984126984
ICBHI,193,-0.6090212086460045,0.6411781304435611,0.001984126984126984
ICBHI,194,-0.8156356972590526,-0.9950415471458898,0.001984126984126984
ICBHI,195,0.4490370492357823,1.4359915578546705,0.001984126984126984
ICBHI,196,-2.25405816172322,-0.1458972303811244,0.001984126984126984
ICBHI,197,-1.10196888570768,-0.6946896407874479,0.001984126984126984
ICBHI,198,-1.8466771941002054,-0.0910775359643162,0.001984126984126984
ICBHI,199,-2.348462313329829,-0.4151159676795517,0.001984126984126984
ICBHI,200,-0.7614676247160983,-0.8882850041271122,0.001984126984126984
ICBHI,201,-0.9389771212366718,-0.6551096359930565,0.001984126984126984
ICBHI,202,-1.1652644436201198,-0.5710446000676748,0.001984126984126984
ICBHI,203,-0.7794334949156324,-0.4773372955543136,0.001984126984126984
ICBHI,204,2.1208337990870847,-0.23315602567919186,0.001984126984126984
ICBHI,205,-2.2068819514395672,0.057757848669142325,0.001984126984126984
ICBHI,206,-2.5414518547925726,1.3080474362818628,0.001984126984126984
ICBHI,207,-0.7403474445127018,-0.401947406065451,0.001984126984126984
ICBHI,208,0.1072773152125885,-1.135587221823118,0.001984126984126984
ICBHI,209,2.946110662080266,-2.1450408957440095,0.001984126984126984
ICBHI,210,-0.16459400637725635,-1.0100745197585428,0.001984126984126984
ICBHI,211,-0.6644562806579983,-0.6246746012722136,0.001984126984126984
ICBHI,212,-0.944428203562694,-0.024587655498595606,0.001984126984126984
ICBHI,213,-1.5956803210309696,-0.45812137465028213,0.001984126984126984
ICBHI,214,-1.301464331218698,-0.6417697955260365,0.001984126984126984
ICBHI,215,2.4399721753461336,2.728077682239467,0.001984126984126984
ICBHI,216,-1.5806463636354982,-0.20051979600452596,0.001984126984126984
ICBHI,217,0.8799553129705194,-1.4965199120438966,0.001984126984126984
ICBHI,218,-0.6124344553334157,-0.9224460771376427,0.001984126984126984
ICBHI,219,-1.8947436077621658,-0.04271655505313905,0.001984126984126984
ICBHI,220,-0.4303974816199024,-0.7254633682486755,0.001984126984126984
ICBHI,221,-1.44189977897822,0.43104299758635584,0.001984126984126984
ICBHI,222,-0.12609298743900366,-0.540569928135108,0.001984126984126984
ICBHI,223,-0.5360435820106976,-1.0124334265268602,0.001984126984126984
ICBHI,224,-1.7981732934408179,-0.5994934024689511,0.001984126984126984
ICBHI,225,-0.7530351605735147,-0.9846704478542688,0.001984126984126984
ICBHI,226,-0.20907540647492973,-0.4041608729571553,0.001984126984126984
KAUH,P1,-0.9259171381337492,-0.5033035685389727,0.002232142857142857
KAUH,P10,-0.22725931136207023,-0.8775676636353831,0.002232142857142857
KAUH,P100,-0.6865952881132997,-0.33012905614263544,0.002232142857142857
KAUH,P101,-1.4704343289229005,-0.32815532935558855,0.002232142857142857
KAUH,P102,-1.651405413462275,-0.7046010425046945,0.002232142857142857
KAUH,P103,-0.5375670351598721,-1.1649326903915578,0.002232142857142857
KAUH,P104,-2.1729845431051933,-0.36992925895460094,0.002232142857142857
KAUH,P105,-0.8667149694654267,-0.5965199766575634,0.002232142857142857
KAUH,P106,0.044064140451851266,0.7990697284691063,0.002232142857142857
KAUH,P107,-1.8402340152993824,-0.3681101506734746,0.002232142857142857
KAUH,P108,-0.06724634540944656,-1.1624236366413332,0.002232142857142857
KAUH,P109,-1.66007424365784,-0.49730365789784053,0.002232142857142857
KAUH,P11,-0.13038627025748895,-0.7207204170535632,0.002232142857142857
KAUH,P110,-1.1812667404806396,-0.21577488583939486,0.002232142857142857
KAUH,P111,0.2635331195659762,-0.8639530581314545,0.002232142857142857
KAUH,P112,-1.9987737250685322,-0.5165878135121098,0.002232142857142857
KAUH,P12,-0.2128533743746413,-0.89214831234245,0.002232142857142857
KAUH,P13,-2.0554319228203313,-0.38104005676285335,0.002232142857142857
KAUH,P14,-0.3345171161915147,-1.1068092416593966,0.002232142857142857
KAUH,P15,1.0899832818599304,-0.8527527292825006,0.002232142857142857
KAUH,P16,-1.5281344297947725,-0.515814535895316,0.002232142857142857
KAUH,P17,-0.9937455956922933,-0.7953249476671644,0.002232142857142857
KAUH,P18,-1.1598410680747502,-0.5517183278960442,0.002232142857142857
KAUH,P19,-0.8139806455342198,-0.9084609447038409,0.002232142857142857
KAUH,P2,1.3378708194547304,-1.3131886079368766,0.002232142857142857
KAUH,P20,-1.2742254929126933,-0.5059293959397658,0.002232142857142857
KAUH,P21,-1.2577575010252244,-0.40936165155003773,0.002232142857142857
KAUH,P22,0.7211243456956585,-1.0795178511932415,0.002232142857142857
KAUH,P23,0.6593388301648831,-1.1858574706422864,0.002232142857142857
KAUH,P24,0.49459429905621516,-0.6544595057779455,0.002232142857142857
KAUH,P25,-0.6154047600785477,-0.741176872936855,0.002232142857142857
KAUH,P26,0.5729141140761519,-1.0226239131050014,0.002232142857142857
KAUH,P27,-0.9578033277122998,-0.6696330190551181,0.002232142857142857
KAUH,P28,-0.8705001226419671,-0.6516943913428611,0.002232142857142857
KAUH,P29,-1.8030947538408963,-0.42210200455468644,0.002232142857142857
KAUH,P3,-1.9053102347558715,1.7511007711878974,0.002232142857142857
KAUH,P30,-2.173223388194526,-0.3466863979050778,0.002232142857142857
KAUH,P31,-0.37393185292054587,-0.8862887177366705,0.002232142857142857
KAUH,P32,-0.06622954981224564,-1.1515909816392074,0.002232142857142857
KAUH,P33,-0.17978317784826728,2.8071692876234478,0.002232142857142857
KAUH,P34,1.6244426320366752,-1.230862969874648,0.002232142857142857
KAUH,P35,-0.19674376549794517,-1.122882303226689,0.002232142857142857
KAUH,P36,-1.6070710919125497,-0.5601694371957927,0.002232142857142857
KAUH,P37,-1.2707180643288998,0.30838449924263966,0.002232142857142857
KAUH,P38,-0.642687053998253,-0.5798956567716309,0.002232142857142857
KAUH,P39,-0.7658123570085983,-1.0675536467006899,0.002232142857142857
KAUH,P4,0.28341226211792014,-1.0604656086453563,0.002232142857142857
KAUH,P40,-1.342195942971062,-0.704630338282573,0.002232142857142857
KAUH,P41,-2.92854098156665,0.28125281843945427,0.002232142857142857
KAUH,P42,1.1023489374207827,0.1045358239783634,0.002232142857142857
KAUH,P43,-1.2057476685782857,-0.34764914214197706,0.002232142857142857
KAUH,P44,-0.979301080400086,-0.5821454610841824,0.002232142857142857
KAUH,P45,0.4683467182856473,-0.5529465503583691,0.002232142857142857
KAUH,P46,-0.8509912961763978,-0.6927721537237767,0.002232142857142857
KAUH,P47,-1.32317605327463,-0.8125975420389117,0.002232142857142857
KAUH,P48,-0.4281533653671907,-0.8616010327166864,0.002232142857142857
KAUH,P49,0.6597629394801933,-1.3705500467232983,0.002232142857142857
KAUH,P5,-0.47314918401963146,-0.7986715871261478,0.002232142857142857
KAUH,P50,0.3425852011900902,-0.8979174265554968,0.002232142857142857
KAUH,P51,-1.6351399718163866,-0.35630633099014,0.002232142857142857
KAUH,P52,-1.06351291024798,-0.811793131575053,0.002232142857142857
KAUH,P53,-0.5973895307427145,-1.0242119773428329,0.002232142857142857
KAUH,P54,-0.6003117251096987,-0.895409537799513,0.002232142857142857
KAUH,P55,-1.5111111169571279,-0.5550893207912682,0.002232142857142857
KAUH,P56,-1.8705615946802208,-0.4678948645607838,0.002232142857142857
KAUH,P57,-2.055239631754002,-0.41251940210415466,0.002232142857142857
KAUH,P58,0.6786244521489566,-0.6396774097808892,0.002232142857142857
KAUH,P59,-0.536555853044397,-1.0301149907933316,0.002232142857142857
KAUH,P6,-1.9932141616300303,-0.5718805755493239,0.002232142857142857
KAUH,P60,1.6185173061900866,-1.3084552866813672,0.002232142857142857
KAUH,P61,-0.19898055916329085,-1.0001856769516195,0.002232142857142857
KAUH,P62,-1.536285714625969,-0.38737373041804396,0.002232142857142857
KAUH,P63,-1.7714638700619454,-0.5968623248103266,0.002232142857142857
KAUH,P64,-1.9480571871683456,0.4586966357786446,0.002232142857142857
KAUH,P65,0.21609015995219616,-1.129767260400161,0.002232142857142857
KAUH,P66,-0.1951874455161712,-1.1012360291973766,0.002232142857142857
KAUH,P67,-2.758222903191888,-0.02208360879026271,0.002232142857142857
KAUH,P68,-0.32468694240598894,-0.9613142891806316,0.002232142857142857
KAUH,P69,0.6773320261917116,-1.0687555582434676,0.002232142857142857
KAUH,P7,-1.9871262316588476,0.30396040101151434,0.002232142857142857
KAUH,P70,-0.8417354515237956,-1.0400528624529162,0.002232142857142857
KAUH,P71,-1.4544658874192702,-0.78463451823286,0.002232142857142857
KAUH,P72,0.22859720733734568,-1.0421828187901323,0.002232142857142857
KAUH,P73,0.2014654388766495,-1.2322994133207088,0.002232142857142857
KAUH,P74,-2.689007708245781,0.10904603894742368,0.002232142857142857
KAUH,P75,-1.9044239387701065,-0.4822112701428888,0.002232142857142857
KAUH,P76,0.06744453027527299,-0.9526653733164163,0.002232142857142857
KAUH,P77,0.20968264406705436,0.19193225513419698,0.002232142857142857
KAUH,P78,-1.2163619564882768,-0.5660020076589898,0.002232142857142857
KAUH,P79,-0.4246803603495618,-0.5517325154766197,0.002232142857142857
KAUH,P8,-0.8032652516986409,-0.707512103515424,0.002232142857142857
KAUH,P80,0.27825515826710673,-0.8213123111214351,0.002232142857142857
KAUH,P81,-1.1617925453649656,-0.40262176517632653,0.002232142857142857
KAUH,P82,0.9844941271112012,-1.3096233740854093,0.002232142857142857
KAUH,P83,-0.5932508148330273,-0.7045126101156942,0.002232142857142857
KAUH,P84,-0.22035351506868323,-0.7039861087077334,0.002232142857142857
KAUH,P85,1.2562220392558827,-1.2355087637050288,0.002232142857142857
KAUH,P86,-1.6248974528478146,-0.27175241125690835,0.002232142857142857
KAUH,P87,0.7833415638898392,-0.1346072137407918,0.002232142857142857
KAUH,P88,0.5501646778135308,-1.3617946702320258,0.002232142857142857
KAUH,P89,-0.0972651117112986,-1.270611537107654,0.002232142857142857
KAUH,P9,-3.7715046727359085,0.6045187991649555,0.002232142857142857
KAUH,P90,-0.0862097714241452,-0.7388381782814588,0.002232142857142857
KAUH,P91,-0.02214570008092788,-0.8413820718439697,0.002232142857142857
KAUH,P92,-1.7988693356954832,-0.357402227508426,0.002232142857142857
KAUH,P93,0.3583453439243593,-1.1378153905240866,0.002232142857142857
KAUH,P94,-2.2732233772688857,-0.06256072632334173,0.002232142857142857
KAUH,P95,-1.3740823147636327,-0.6987510887982923,0.002232142857142857
KAUH,P96,-0.9008336383083206,-0.8446559434197164,0.002232142857142857
KAUH,P97,-0.5047921219270589,-0.9687078538260653,0.002232142857142857
KAUH,P98,-2.355888317616116,-0.2989981255679921,0.002232142857142857
KAUH,P99,1.0069974547972265,-1.1919728334250996,0.002232142857142857
SPRSound,40138127,0.8385244666096348,2.6770719802025646,0.0008802816901408451
SPRSound,40490865,-0.4968309103883858,1.2069085795571541,0.0008802816901408451
SPRSound,40512331,-1.0326565612760705,0.8250828796559961,0.0008802816901408451
SPRSound,40638274,-0.8831555781672661,0.7826430924528351,0.0008802816901408451
SPRSound,40672181,-1.2166200543012509,0.9708110896107134,0.0008802816901408451
SPRSound,40686765,-0.5676204785970381,1.4011919947824125,0.0008802816901408451
SPRSound,40728258,-0.8508032360280948,1.322225071088128,0.0008802816901408451
SPRSound,40794666,-0.8255078926258682,1.0902539517989605,0.0008802816901408451
SPRSound,40794825,-0.2510468779343267,1.0361461214431322,0.0008802816901408451
SPRSound,40794852,-0.5628384498279516,0.8298105300602869,0.0008802816901408451
SPRSound,40797293,0.4408455739680127,2.328694846339931,0.0008802816901408451
SPRSound,40797382,-0.462339888402047,1.1087043179736864,0.0008802816901408451
SPRSound,40801342,0.44106362064649296,1.9049541034136512,0.0008802816901408451
SPRSound,40813160,0.07347037456602887,1.6832204375021265,0.0008802816901408451
SPRSound,40841531,-0.445392785016212,0.14043160593840884,0.0008802816901408451
SPRSound,40845795,-0.39891497207866566,1.167103676911164,0.0008802816901408451
SPRSound,40877908,-0.25142076449382167,0.8311173629408241,0.0008802816901408451
SPRSound,40888395,-0.22150756974497673,0.4978448435787806,0.0008802816901408451
SPRSound,40890405,-0.9463322519270778,1.21150767651945,0.0008802816901408451
SPRSound,40908606,-0.36172059430864933,0.8040814143276066,0.0008802816901408451
SPRSound,40919639,-0.34713656550851235,1.1105932235431595,0.0008802816901408451
SPRSound,40921345,-0.6016406498168196,0.7919460063711072,0.0008802816901408451
SPRSound,40933046,-0.6184103283194671,1.0750121573407967,0.0008802816901408451
SPRSound,40938576,-0.25482550815736915,0.7682889608668353,0.0008802816901408451
SPRSound,40939271,-0.4208579301361194,0.8889879774325528,0.0008802816901408451
SPRSound,40943224,-0.4158622126209276,0.9180364774155558,0.0008802816901408451
SPRSound,40965308,-1.0985677245705745,0.6366480831429588,0.0008802816901408451
SPRSound,40968057,0.47521755209916683,2.1941251009509735,0.0008802816901408451
SPRSound,40969263,-0.7214006877865967,1.0701868855538306,0.0008802816901408451
SPRSound,40970076,-1.1671195277500286,0.051098598510971205,0.0008802816901408451
SPRSound,40974013,-0.6221113501224844,1.2277404463136452,0.0008802816901408451
SPRSound,40976541,-0.0697083541726582,0.495087340052283,0.0008802816901408451
SPRSound,40978034,-1.3090866304166873,0.5829004090318349,0.0008802816901408451
SPRSound,40993807,-0.30998737833066586,0.8202791426938453,0.0008802816901408451
SPRSound,40995749,-0.39685641780344727,1.2754953322983882,0.0008802816901408451
SPRSound,41004529,0.33957944778990246,1.8773598671753098,0.0008802816901408451
SPRSound,41006394,-0.8937504239478374,1.0635780158439823,0.0008802816901408451
SPRSound,41012107,-0.459533979604006,1.1893997612496061,0.0008802816901408451
SPRSound,41017156,-0.8720217950045842,0.8662127587268413,0.0008802816901408451
SPRSound,41020298,-0.6525644663684141,0.9298075224886782,0.0008802816901408451
SPRSound,41026101,0.36570556724001196,1.0219038808807437,0.0008802816901408451
SPRSound,41031554,-0.7087501748170861,1.0139187628072464,0.0008802816901408451
SPRSound,41031836,0.2364557740561179,1.3967227896694103,0.0008802816901408451
SPRSound,41038697,-0.07291715972335881,1.0476045783180028,0.0008802816901408451
SPRSound,41050041,-0.44388840281473396,1.1633193760362772,0.0008802816901408451
SPRSound,41052158,-0.31072131406345677,0.9801553544242002,0.0008802816901408451
SPRSound,41056352,0.10740648793573782,1.5327051662981335,0.0008802816901408451
SPRSound,41056868,-0.3101645438027724,0.7221340172144172,0.0008802816901408451
SPRSound,41063116,0.5633595255504267,1.6505873784806864,0.0008802816901408451
SPRSound,41064910,0.12167173027480038,0.7932118219883563,0.0008802816901408451
SPRSound,41064945,-0.8171713106145148,0.825139228560386,0.0008802816901408451
SPRSound,41065704,0.1892660131421291,1.2682827345309926,0.0008802816901408451
SPRSound,41066730,-0.1048876760222686,1.4525794656783912,0.0008802816901408451
SPRSound,41067823,-0.3879509958704746,1.2828814400320916,0.0008802816901408451
SPRSound,41067862,-0.18410057499749738,1.2402098098133187,0.0008802816901408451
SPRSound,41068313,-0.9749862175605507,0.733789484979329,0.0008802816901408451
SPRSound,41069224,-0.42795428686069104,0.7683063964316637,0.0008802816901408451
SPRSound,41069986,-0.5444790569130631,1.1211421774867292,0.0008802816901408451
SPRSound,41073762,-0.4022403830048756,1.590476335308305,0.0008802816901408451
SPRSound,41073831,-0.38088385669745217,1.302633509599048,0.0008802816901408451
SPRSound,41074281,-1.0048930514549028,1.069090287679475,0.0008802816901408451
SPRSound,41074892,-1.1429705427680592,1.0916556644812598,0.0008802816901408451
SPRSound,41080062,-0.012383960966264138,0.9826056140088164,0.0008802816901408451
SPRSound,41082553,-0.3927069948113794,1.2628560112687426,0.0008802816901408451
SPRSound,41085148,-1.2869994652352312,0.930004587666726,0.0008802816901408451
SPRSound,41087486,-0.7565935508181462,0.8391414421338835,0.0008802816901408451
SPRSound,41090326,-0.941399938407728,1.4727436096161226,0.0008802816901408451
SPRSound,41091768,-0.16398121045818187,0.6685174194591768,0.0008802816901408451
SPRSound,41091988,0.3509933968145902,1.6709032824295422,0.0008802816901408451
SPRSound,41092434,-0.14003293108156423,0.9476180284299444,0.0008802816901408451
SPRSound,41096663,-0.8702960420153848,1.1507470291259847,0.0008802816901408451
SPRSound,41097602,0.057253158124759965,1.5251398329927917,0.0008802816901408451
SPRSound,41097985,-0.07608879214980199,1.285054726144203,0.0008802816901408451
SPRSound,41097986,-0.36649687173165946,0.787627172301202,0.0008802816901408451
SPRSound,41099241,-0.818952701910366,1.2740553691189727,0.0008802816901408451
SPRSound,41100415,-1.106805773670756,1.3412901192911517,0.0008802816901408451
SPRSound,41101309,1.268289017513078,2.1336649807335766,0.0008802816901408451
SPRSound,41102359,-0.25993219003970697,0.9890492911490392,0.0008802816901408451
SPRSound,41102944,1.2539612742203705,3.080046472709387,0.0008802816901408451
SPRSound,41103864,-0.05408805496557141,1.2079438855944074,0.0008802816901408451
SPRSound,41104324,-0.2810877920556522,0.8946713587324104,0.0008802816901408451
SPRSound,41106111,-0.5370088403053811,1.240723638915214,0.0008802816901408451
SPRSound,41106116,-0.8329589064730477,1.3451708291909308,0.0008802816901408451
SPRSound,41108858,-0.5624321956369732,1.0503333725667288,0.0008802816901408451
SPRSound,41112159,-0.8869140796877695,1.3184854953730145,0.0008802816901408451
SPRSound,41112999,-1.0600317552290397,0.97563953660012,0.0008802816901408451
SPRSound,41114600,0.17355756185994606,1.4123604511311156,0.0008802816901408451
SPRSound,41115183,-1.0276896236282793,0.6095208547822492,0.0008802816901408451
SPRSound,41118244,-0.5978034390999889,0.9578957561135889,0.0008802816901408451
SPRSound,41122685,-1.056011450001998,1.3181094473605444,0.0008802816901408451
SPRSound,41125983,-1.1236998788991943,0.8406953348997477,0.0008802816901408451
SPRSound,41126500,-0.9235148522123899,1.151120170957646,0.0008802816901408451
SPRSound,41126642,-0.8208149560083892,0.5823112377072254,0.0008802816901408451
SPRSound,41129868,-0.7425782340561791,1.375454381974813,0.0008802816901408451
SPRSound,41134874,-0.5262731328579844,1.4836059937260948,0.0008802816901408451
SPRSound,41152442,-0.9119070884940085,0.7475072885401113,0.0008802816901408451
